age,workclass,education,maritalstatus,occupation,workhours,income
27,Private,High-school,Married,Clearning,40,Below-50K
46,Private,High-school,Married,Sales,40,Above-50K
22,Private,11th,Married,Administrative,20,Below-50K
37,State-gov,College,Divorced,Specilist,30,Below-50K
42,Private,College,Married,Management,40,Below-50K
45,Private,High-school,Divorced,Machinary,40,Below-50K
33,State-gov,Associate,Married,Specilist,40,Below-50K
46,Private,Associate,Separated,Machinary,40,Below-50K
24,Private,High-school,Single,Transportation,50,Below-50K
56,Private,High-school,Separated,Craft-repair,40,Below-50K
34,Private,College,Single,Specilist,12,Above-50K
50,Private,High-school,Married,Machinary,40,Above-50K
48,Self-emp,Bachelors,Married,Management,50,Above-50K
45,Private,11th,Married,Other,36,Below-50K
55,Private,Associate,Married,Transportation,50,Above-50K
41,State-gov,College,Divorced,Administrative,40,Below-50K
66,Private,College,Married,Management,24,Below-50K
29,Federal-gov,College,Single,Specilist,40,Below-50K
37,Private,College,Married,Tech-support,40,Below-50K
63,Missing,Prof-school,Married,Missing,40,Below-50K
61,Private,Associate,Married,Sales,40,Above-50K
64,Private,Bachelors,Divorced,Management,50,Above-50K
35,Private,High-school,Married,Clearning,35,Below-50K
22,Private,College,Single,Administrative,40,Below-50K
58,Private,7th-8th,Married,Machinary,50,Below-50K
58,Private,College,Married,Sales,45,Above-50K
24,Private,High-school,Single,Clearning,48,Below-50K
34,Private,College,Divorced,Specilist,6,Below-50K
33,Local-gov,Masters,Single,Specilist,50,Below-50K
33,Self-emp,High-school,Married,Transportation,60,Below-50K
17,Private,11th,Single,Other,15,Below-50K
27,Private,Bachelors,Married,Sales,40,Above-50K
20,Self-emp,College,Single,Administrative,20,Below-50K
52,Private,Bachelors,Divorced,Specilist,40,Above-50K
30,Private,7th-8th,Divorced,Transportation,40,Below-50K
22,Private,Bachelors,Single,Specilist,40,Below-50K
20,Private,Associate,Single,Other,40,Below-50K
64,Local-gov,5th-6th,Divorced,Other,45,Below-50K
49,Private,Masters,Married,Management,50,Above-50K
38,Private,Bachelors,Divorced,Other,60,Below-50K
46,Federal-gov,High-school,Married,Administrative,80,Above-50K
17,Private,10th,Single,Other,20,Below-50K
45,Private,1st-4th,Married,Machinary,40,Below-50K
27,Private,Bachelors,Single,Management,40,Below-50K
45,Self-emp,Associate,Divorced,Sales,30,Below-50K
26,Self-emp,High-school,Divorced,Management,78,Above-50K
23,Private,Associate,Single,Administrative,20,Below-50K
44,Local-gov,Bachelors,Divorced,Specilist,45,Below-50K
36,Private,Bachelors,Divorced,Management,40,Below-50K
35,Private,9th,Single,Management,40,Below-50K
24,Missing,High-school,Married,Missing,40,Below-50K
56,Private,Bachelors,Separated,Specilist,40,Below-50K
47,Private,Masters,Divorced,Tech-support,40,Below-50K
32,Private,Bachelors,Married,Clearning,50,Above-50K
29,Private,Bachelors,Single,Management,10,Below-50K
55,Missing,Associate,Separated,Missing,5,Below-50K
35,Self-emp,Bachelors,Married,Management,50,Above-50K
37,Private,High-school,Married,Craft-repair,68,Below-50K
36,Self-emp,Associate,Married,Algriculture,75,Below-50K
33,Private,High-school,Married,Sales,45,Below-50K
34,Private,High-school,Divorced,Transportation,50,Below-50K
24,Private,College,Single,Clearning,40,Below-50K
25,Private,High-school,Single,Administrative,40,Below-50K
31,Self-emp,High-school,Single,Craft-repair,45,Below-50K
38,Private,Associate,Married,Craft-repair,40,Below-50K
30,Private,Bachelors,Married,Sales,40,Above-50K
35,Private,High-school,Married,Craft-repair,32,Below-50K
67,Missing,Bachelors,Divorced,Missing,60,Below-50K
34,Private,Bachelors,Married,Specilist,40,Below-50K
46,Private,High-school,Married,Administrative,40,Below-50K
19,Local-gov,College,Single,Sales,16,Below-50K
26,Private,Associate,Single,Other,15,Below-50K
28,Private,College,Single,Specilist,40,Below-50K
47,Private,College,Married,Craft-repair,40,Below-50K
49,Local-gov,Masters,Married,Administrative,40,Above-50K
33,Self-emp,Prof-school,Married,Specilist,40,Above-50K
44,Private,Bachelors,Married,Specilist,40,Above-50K
30,Private,High-school,Single,Clearning,40,Below-50K
18,Private,College,Single,Other,16,Below-50K
60,Self-emp,High-school,Married,Transportation,60,Above-50K
44,Private,Masters,Single,Management,56,Above-50K
81,Missing,Prof-school,Married,Missing,24,Above-50K
43,State-gov,College,Single,Other,40,Below-50K
35,Private,12th,Single,Algriculture,20,Below-50K
58,Self-emp,High-school,Married,Algriculture,72,Below-50K
32,Private,Bachelors,Married,Specilist,40,Below-50K
40,Private,High-school,Married,Transportation,35,Below-50K
32,Private,High-school,Single,Other,40,Below-50K
21,Private,College,Single,Administrative,35,Below-50K
44,Private,High-school,Married,Other,25,Below-50K
33,Private,Bachelors,Married,Administrative,45,Above-50K
25,Private,College,Single,Sales,40,Below-50K
42,Private,High-school,Divorced,Machinary,40,Below-50K
27,Private,High-school,Single,Transportation,40,Below-50K
62,Missing,10th,Married,Missing,40,Below-50K
31,Self-emp,High-school,Single,Sales,40,Below-50K
33,State-gov,Bachelors,Single,Specilist,40,Below-50K
50,Self-emp,College,Married,Craft-repair,55,Below-50K
50,Private,Masters,Married,Specilist,50,Above-50K
46,Private,Associate,Married,Specilist,60,Below-50K
22,Private,Associate,Single,Other,35,Below-50K
66,State-gov,Prof-school,Married,Management,55,Above-50K
52,Private,High-school,Single,Other,45,Below-50K
57,Self-emp,1st-4th,Widowed,Craft-repair,45,Below-50K
41,Self-emp,Associate,Divorced,Algriculture,40,Below-50K
42,Private,High-school,Married,Machinary,42,Below-50K
19,Private,12th,Single,Other,30,Below-50K
45,Local-gov,Bachelors,Divorced,Management,60,Below-50K
51,Self-emp,12th,Married,Other,99,Below-50K
69,Missing,Associate,Divorced,Missing,1,Below-50K
45,Self-emp,Bachelors,Married,Specilist,30,Below-50K
48,Private,College,Divorced,Administrative,50,Below-50K
60,Federal-gov,College,Married,Administrative,40,Above-50K
42,Private,High-school,Single,Sales,40,Below-50K
19,State-gov,College,Single,Administrative,10,Below-50K
39,Self-emp,High-school,Married,Sales,70,Below-50K
46,Private,High-school,Married,Machinary,50,Above-50K
58,Local-gov,High-school,Married,Security,40,Below-50K
36,Private,College,Divorced,Specilist,45,Below-50K
21,Private,High-school,Single,Craft-repair,35,Below-50K
41,Private,Prof-school,Married,Management,40,Above-50K
17,Private,11th,Single,Other,20,Below-50K
29,Private,High-school,Married,Machinary,40,Below-50K
52,Private,College,Divorced,Administrative,60,Below-50K
33,Private,Associate,Married,Sales,40,Below-50K
38,Private,Masters,Single,Management,35,Below-50K
42,Private,Bachelors,Married,Sales,40,Above-50K
24,State-gov,Associate,Married,Administrative,30,Below-50K
59,Private,College,Married,Management,60,Above-50K
36,Private,Bachelors,Married,Sales,45,Above-50K
54,Private,College,Married,Tech-support,40,Above-50K
39,Private,Bachelors,Married,Sales,50,Above-50K
42,Self-emp,High-school,Married,Transportation,96,Below-50K
54,Self-emp,Bachelors,Married,Craft-repair,50,Below-50K
26,Private,Associate,Separated,Craft-repair,40,Below-50K
50,Private,High-school,Married,Clearning,40,Above-50K
42,Private,Associate,Married,Other,45,Below-50K
48,Federal-gov,Bachelors,Married,Administrative,40,Above-50K
31,Private,Bachelors,Widowed,Other,30,Below-50K
56,Private,High-school,Single,Specilist,45,Below-50K
28,Local-gov,Associate,Married,Administrative,40,Above-50K
34,Private,High-school,Married,Administrative,45,Above-50K
28,Private,High-school,Single,Transportation,40,Below-50K
41,Private,Bachelors,Married,Craft-repair,40,Above-50K
44,Private,College,Married,Transportation,60,Above-50K
34,Private,Associate,Married,Craft-repair,65,Below-50K
26,Private,Masters,Single,Specilist,55,Above-50K
37,Private,Bachelors,Single,Management,40,Above-50K
64,Missing,College,Married,Missing,15,Below-50K
25,Private,Associate,Divorced,Administrative,40,Below-50K
48,Self-emp,College,Married,Craft-repair,40,Below-50K
47,Private,College,Divorced,Administrative,40,Below-50K
17,Private,11th,Single,Other,20,Below-50K
44,Private,5th-6th,Married,Machinary,40,Below-50K
46,Local-gov,College,Divorced,Transportation,40,Below-50K
32,Missing,Bachelors,Divorced,Missing,50,Below-50K
42,Federal-gov,College,Married,Transportation,40,Below-50K
33,Self-emp,Bachelors,Divorced,Sales,50,Above-50K
61,Private,High-school,Divorced,Other,40,Below-50K
47,Private,Bachelors,Married,Craft-repair,40,Below-50K
35,Private,Bachelors,Single,Sales,45,Above-50K
62,Private,10th,Married,Craft-repair,40,Below-50K
62,Self-emp,Bachelors,Married,Management,40,Below-50K
38,Private,Prof-school,Married,Specilist,60,Above-50K
19,Missing,College,Single,Missing,40,Below-50K
33,Private,Bachelors,Married,Specilist,40,Below-50K
39,Local-gov,Bachelors,Married,Specilist,42,Below-50K
17,Private,11th,Single,Clearning,10,Below-50K
58,Private,College,Married,Management,40,Below-50K
35,Self-emp,Bachelors,Separated,Specilist,50,Below-50K
34,Local-gov,High-school,Married,Security,50,Below-50K
55,Missing,7th-8th,Divorced,Missing,40,Below-50K
32,Private,College,Married,Craft-repair,40,Below-50K
19,Self-emp,High-school,Single,Sales,40,Below-50K
41,Private,High-school,Married,Machinary,40,Below-50K
24,Private,High-school,Divorced,Other,40,Below-50K
52,Missing,High-school,Married,Missing,35,Below-50K
48,Local-gov,Bachelors,Married,Specilist,40,Below-50K
32,Private,College,Divorced,Specilist,30,Below-50K
47,Local-gov,High-school,Divorced,Administrative,35,Below-50K
38,Private,Prof-school,Married,Sales,40,Below-50K
18,Private,High-school,Single,Clearning,40,Below-50K
25,Private,High-school,Married,Craft-repair,40,Below-50K
36,Private,Bachelors,Married,Specilist,32,Above-50K
40,Private,Associate,Divorced,Specilist,20,Below-50K
56,Self-emp,11th,Married,Craft-repair,20,Below-50K
50,Private,Associate,Divorced,Specilist,40,Above-50K
55,Private,High-school,Married,Administrative,50,Above-50K
32,Local-gov,High-school,Married,Security,40,Below-50K
41,Private,Associate,Married,Craft-repair,43,Above-50K
28,Private,College,Single,Administrative,52,Below-50K
53,Private,College,Married,Management,55,Below-50K
26,Missing,Associate,Married,Missing,40,Below-50K
60,Local-gov,Bachelors,Separated,Specilist,55,Below-50K
21,Private,College,Single,Other,20,Below-50K
29,Private,High-school,Married,Transportation,40,Below-50K
73,Private,College,Married,Specilist,50,Above-50K
43,Self-emp,Bachelors,Married,Sales,45,Above-50K
45,Private,College,Married,Sales,45,Below-50K
35,Missing,9th,Married,Missing,35,Below-50K
36,Private,High-school,Divorced,Specilist,40,Above-50K
25,Private,High-school,Single,Sales,50,Below-50K
38,Private,College,Married,Clearning,40,Below-50K
30,Local-gov,College,Divorced,Administrative,40,Below-50K
49,Private,College,Married,Management,40,Above-50K
41,Local-gov,High-school,Married,Craft-repair,40,Below-50K
27,Private,College,Married,Management,40,Below-50K
64,Private,College,Married,Management,20,Below-50K
41,Self-emp,High-school,Married,Transportation,45,Below-50K
37,Private,Bachelors,Married,Management,47,Above-50K
51,Private,5th-6th,Separated,Machinary,40,Below-50K
35,Private,College,Divorced,Specilist,40,Below-50K
61,Local-gov,1st-4th,Married,Other,40,Below-50K
52,Private,7th-8th,Divorced,Clearning,16,Below-50K
40,Private,Associate,Married,Sales,60,Above-50K
20,Private,High-school,Single,Clearning,40,Below-50K
52,Local-gov,Masters,Married,Specilist,40,Below-50K
50,Private,College,Married,Tech-support,40,Above-50K
49,Private,Bachelors,Divorced,Management,40,Above-50K
36,State-gov,Bachelors,Single,Specilist,40,Below-50K
33,Private,Masters,Single,Management,40,Below-50K
40,Private,High-school,Married,Specilist,50,Below-50K
45,Private,Bachelors,Married,Management,50,Above-50K
22,Private,College,Single,Craft-repair,35,Below-50K
47,Private,Masters,Married,Specilist,2,Above-50K
24,Private,High-school,Single,Sales,30,Below-50K
19,Private,College,Single,Sales,30,Below-50K
40,Private,High-school,Divorced,Craft-repair,40,Below-50K
40,Private,College,Single,Tech-support,50,Above-50K
54,Private,High-school,Married,Sales,50,Above-50K
43,Self-emp,Prof-school,Married,Specilist,35,Above-50K
63,Local-gov,Bachelors,Married,Transportation,40,Below-50K
18,Private,11th,Single,Other,20,Below-50K
19,Private,1st-4th,Single,Machinary,40,Below-50K
49,Self-emp,High-school,Married,Management,45,Below-50K
27,Private,Masters,Married,Management,45,Above-50K
49,Local-gov,Masters,Divorced,Management,40,Below-50K
60,Private,High-school,Married,Craft-repair,50,Below-50K
71,Missing,High-school,Married,Missing,40,Below-50K
34,Private,High-school,Married,Transportation,40,Below-50K
29,Private,Bachelors,Married,Specilist,46,Above-50K
30,Private,College,Married,Sales,44,Below-50K
46,Private,High-school,Single,Clearning,17,Below-50K
32,Self-emp,Associate,Married,Craft-repair,40,Below-50K
25,Private,High-school,Single,Craft-repair,75,Below-50K
25,Private,Masters,Single,Specilist,45,Below-50K
22,Private,College,Separated,Other,40,Above-50K
32,Private,College,Married,Transportation,50,Below-50K
40,Private,Doctorate,Married,Specilist,30,Above-50K
51,Private,Masters,Single,Specilist,40,Above-50K
20,Private,High-school,Single,Craft-repair,30,Below-50K
34,Private,High-school,Divorced,Management,48,Below-50K
40,Private,College,Single,Management,50,Below-50K
34,State-gov,Associate,Single,Administrative,40,Below-50K
19,Private,10th,Single,Clearning,25,Below-50K
53,Private,10th,Married,Craft-repair,40,Below-50K
42,Federal-gov,College,Married,Administrative,40,Above-50K
38,Private,Masters,Married,Management,65,Above-50K
41,Private,High-school,Married,Craft-repair,60,Above-50K
64,Missing,Prof-school,Married,Missing,16,Below-50K
30,State-gov,College,Single,Specilist,40,Below-50K
20,Private,11th,Married,Algriculture,40,Below-50K
19,Private,High-school,Single,Other,30,Below-50K
20,Private,High-school,Single,Sales,60,Below-50K
35,Private,Bachelors,Married,Management,45,Below-50K
33,Self-emp,High-school,Married,Craft-repair,40,Below-50K
43,Self-emp,College,Married,Management,15,Above-50K
38,Federal-gov,College,Divorced,Management,38,Below-50K
50,Self-emp,College,Married,Management,30,Below-50K
23,Private,High-school,Divorced,Other,10,Below-50K
30,Local-gov,College,Single,Administrative,10,Below-50K
33,Private,Bachelors,Separated,Management,40,Below-50K
48,Private,High-school,Divorced,Machinary,40,Below-50K
43,Private,Bachelors,Divorced,Specilist,24,Below-50K
33,Private,College,Single,Tech-support,40,Below-50K
50,Local-gov,Masters,Married,Management,45,Above-50K
23,Private,College,Married,Administrative,40,Above-50K
36,Local-gov,College,Divorced,Clearning,50,Below-50K
50,State-gov,High-school,Divorced,Administrative,46,Below-50K
26,Private,High-school,Married,Sales,20,Below-50K
55,Local-gov,Masters,Married,Specilist,40,Below-50K
37,Private,High-school,Married,Algriculture,40,Below-50K
43,Private,High-school,Married,Machinary,40,Below-50K
38,Self-emp,College,Married,Transportation,40,Below-50K
42,Private,7th-8th,Married,Clearning,30,Below-50K
47,Self-emp,Doctorate,Married,Transportation,45,Below-50K
44,Private,Bachelors,Married,Management,40,Below-50K
28,Self-emp,High-school,Married,Craft-repair,40,Below-50K
51,Private,College,Widowed,Administrative,40,Below-50K
51,Private,High-school,Married,Craft-repair,40,Below-50K
49,Private,Bachelors,Married,Management,40,Below-50K
62,Private,Doctorate,Married,Specilist,50,Above-50K
31,Private,College,Single,Administrative,40,Below-50K
29,Private,11th,Married,Clearning,14,Below-50K
23,Private,College,Single,Algriculture,30,Below-50K
40,State-gov,College,Divorced,Sales,40,Below-50K
66,Self-emp,7th-8th,Married,Management,50,Below-50K
17,Private,11th,Single,Other,20,Below-50K
37,Private,College,Married,Craft-repair,40,Above-50K
69,Private,Prof-school,Married,Specilist,3,Below-50K
23,Private,Bachelors,Single,Administrative,40,Below-50K
38,Federal-gov,High-school,Married,Management,42,Above-50K
37,Federal-gov,High-school,Married,Craft-repair,40,Below-50K
38,Private,College,Divorced,Sales,40,Below-50K
38,Private,9th,Married,Algriculture,54,Below-50K
37,State-gov,Bachelors,Single,Specilist,40,Below-50K
37,Self-emp,High-school,Married,Management,50,Above-50K
23,Private,9th,Single,Algriculture,70,Below-50K
17,Private,10th,Single,Other,15,Below-50K
48,Private,Bachelors,Married,Specilist,35,Below-50K
17,Private,11th,Single,Administrative,23,Below-50K
55,Private,Masters,Married,Management,60,Above-50K
35,Private,College,Married,Management,40,Above-50K
68,Missing,College,Married,Missing,12,Above-50K
35,Self-emp,Bachelors,Married,Craft-repair,45,Below-50K
53,Private,Bachelors,Married,Management,60,Above-50K
43,Private,High-school,Married,Machinary,48,Below-50K
36,Private,Masters,Single,Specilist,40,Below-50K
24,Private,High-school,Separated,Other,40,Below-50K
45,Private,College,Married,Transportation,48,Below-50K
34,Private,College,Married,Administrative,40,Below-50K
56,Private,High-school,Single,Administrative,38,Below-50K
36,Private,High-school,Married,Craft-repair,45,Above-50K
22,Private,College,Single,Specilist,50,Below-50K
19,Missing,9th,Single,Missing,35,Below-50K
33,Private,High-school,Single,Other,36,Below-50K
48,Private,High-school,Single,Other,32,Below-50K
20,Private,College,Single,Other,30,Below-50K
64,Self-emp,Associate,Married,Sales,50,Above-50K
47,Private,11th,Married,Craft-repair,40,Below-50K
20,Private,College,Single,Other,25,Below-50K
44,Federal-gov,Bachelors,Divorced,Management,40,Below-50K
45,Self-emp,Bachelors,Married,Algriculture,77,Below-50K
45,Local-gov,High-school,Married,Transportation,40,Above-50K
45,Local-gov,Masters,Married,Specilist,37,Above-50K
27,State-gov,Bachelors,Single,Specilist,40,Below-50K
41,Private,High-school,Married,Craft-repair,72,Above-50K
20,Private,High-school,Single,Algriculture,55,Below-50K
54,Self-emp,Bachelors,Married,Management,40,Above-50K
17,Private,10th,Single,Other,10,Below-50K
50,Private,High-school,Married,Specilist,40,Above-50K
31,State-gov,Masters,Single,Tech-support,40,Below-50K
49,Self-emp,High-school,Single,Craft-repair,30,Below-50K
44,Private,Masters,Married,Administrative,40,Below-50K
49,Private,High-school,Divorced,Craft-repair,50,Below-50K
28,Local-gov,Bachelors,Single,Specilist,52,Below-50K
43,Local-gov,College,Married,Tech-support,99,Above-50K
33,Private,Associate,Divorced,Machinary,40,Below-50K
35,Private,College,Divorced,Machinary,55,Below-50K
17,Private,11th,Single,Sales,20,Below-50K
25,Private,High-school,Married,Clearning,40,Below-50K
41,Private,High-school,Divorced,Craft-repair,40,Below-50K
30,Private,Masters,Single,Tech-support,45,Below-50K
48,Private,Associate,Married,Other,56,Above-50K
61,Local-gov,College,Married,Administrative,35,Below-50K
41,Private,High-school,Separated,Craft-repair,40,Below-50K
36,Private,High-school,Single,Tech-support,50,Below-50K
24,Local-gov,College,Single,Security,40,Below-50K
27,Private,High-school,Single,Administrative,40,Below-50K
18,Private,11th,Single,Specilist,2,Below-50K
20,Private,College,Single,Specilist,15,Below-50K
18,Private,College,Single,Other,12,Below-50K
23,Private,High-school,Married,Craft-repair,40,Below-50K
43,State-gov,Masters,Married,Specilist,45,Above-50K
38,State-gov,College,Married,Management,40,Below-50K
36,Private,College,Divorced,Administrative,40,Below-50K
28,Self-emp,Bachelors,Single,Management,50,Below-50K
47,Private,College,Married,Craft-repair,40,Below-50K
51,Private,Doctorate,Married,Management,84,Above-50K
35,Private,Bachelors,Married,Management,40,Above-50K
38,State-gov,Bachelors,Married,Security,60,Below-50K
47,Federal-gov,College,Married,Administrative,40,Above-50K
26,Private,11th,Divorced,Craft-repair,40,Below-50K
31,State-gov,College,Divorced,Security,40,Above-50K
46,Private,College,Divorced,Administrative,35,Below-50K
49,Private,College,Single,Management,40,Below-50K
19,Private,High-school,Single,Sales,30,Below-50K
45,Self-emp,College,Married,Algriculture,50,Below-50K
46,Private,Bachelors,Married,Specilist,45,Above-50K
70,Self-emp,College,Married,Tech-support,20,Below-50K
19,Private,College,Single,Administrative,20,Below-50K
46,Private,Associate,Married,Craft-repair,50,Below-50K
20,Private,College,Single,Transportation,35,Below-50K
17,Private,11th,Single,Other,22,Below-50K
43,Private,College,Married,Management,49,Above-50K
19,Private,College,Single,Other,15,Below-50K
37,Private,High-school,Married,Craft-repair,40,Below-50K
51,Private,High-school,Widowed,Specilist,40,Below-50K
40,Local-gov,Bachelors,Married,Specilist,40,Above-50K
24,Private,College,Single,Craft-repair,60,Below-50K
31,Private,Associate,Married,Specilist,40,Below-50K
59,Private,Associate,Married,Specilist,50,Above-50K
27,Private,High-school,Single,Other,40,Below-50K
40,Private,Bachelors,Married,Specilist,99,Above-50K
30,Self-emp,High-school,Married,Craft-repair,40,Below-50K
28,Private,Associate,Single,Administrative,32,Below-50K
25,Private,High-school,Single,Craft-repair,50,Below-50K
22,Private,Bachelors,Single,Sales,20,Below-50K
21,State-gov,College,Single,Management,40,Below-50K
67,Missing,College,Married,Missing,6,Below-50K
35,Self-emp,Bachelors,Single,Management,60,Above-50K
54,Local-gov,High-school,Married,Management,56,Below-50K
36,Private,High-school,Married,Machinary,40,Below-50K
29,Private,Bachelors,Married,Sales,40,Below-50K
32,Federal-gov,High-school,Single,Management,40,Below-50K
55,Private,High-school,Divorced,Transportation,40,Below-50K
56,Federal-gov,Masters,Divorced,Administrative,40,Below-50K
19,Private,College,Single,Other,25,Below-50K
36,Private,High-school,Single,Other,40,Below-50K
58,Private,High-school,Widowed,Administrative,40,Above-50K
35,Private,High-school,Divorced,Administrative,40,Below-50K
44,Private,10th,Separated,Machinary,40,Below-50K
40,Self-emp,High-school,Married,Management,40,Below-50K
18,Private,High-school,Single,Other,20,Below-50K
71,Self-emp,High-school,Married,Algriculture,35,Below-50K
51,Federal-gov,High-school,Married,Management,57,Above-50K
27,Missing,High-school,Single,Missing,40,Below-50K
20,Private,12th,Single,Other,35,Below-50K
33,Missing,11th,Single,Missing,40,Below-50K
34,Private,Associate,Divorced,Tech-support,40,Below-50K
28,Private,Associate,Married,Other,40,Above-50K
23,Private,College,Single,Administrative,24,Below-50K
36,Private,College,Married,Craft-repair,50,Below-50K
42,Private,Prof-school,Divorced,Specilist,39,Above-50K
31,Local-gov,Bachelors,Single,Craft-repair,40,Above-50K
19,Missing,High-school,Single,Missing,10,Below-50K
38,Local-gov,Masters,Divorced,Specilist,40,Below-50K
22,Private,High-school,Single,Administrative,40,Below-50K
36,Private,Associate,Divorced,Administrative,54,Below-50K
36,Private,Masters,Married,Sales,50,Above-50K
17,Private,11th,Single,Clearning,18,Below-50K
30,Federal-gov,College,Single,Administrative,40,Below-50K
35,Self-emp,9th,Married,Craft-repair,30,Below-50K
32,Private,Masters,Single,Management,40,Above-50K
42,Private,Bachelors,Married,Management,40,Above-50K
54,Private,College,Single,Management,45,Above-50K
36,Private,Bachelors,Married,Sales,35,Above-50K
58,Private,10th,Single,Other,40,Below-50K
39,Private,Associate,Married,Other,40,Below-50K
62,Local-gov,High-school,Widowed,Administrative,38,Below-50K
51,Private,High-school,Divorced,Specilist,40,Below-50K
52,Private,College,Divorced,Management,50,Below-50K
25,Private,High-school,Single,Sales,30,Below-50K
26,Private,Bachelors,Single,Administrative,40,Below-50K
26,Private,10th,Married,Craft-repair,40,Below-50K
59,State-gov,Bachelors,Single,Management,40,Below-50K
21,Private,High-school,Single,Algriculture,50,Below-50K
45,Private,Masters,Married,Tech-support,18,Above-50K
26,Private,High-school,Married,Craft-repair,36,Below-50K
68,Self-emp,10th,Widowed,Algriculture,20,Below-50K
60,Private,High-school,Married,Other,40,Above-50K
65,Private,High-school,Married,Sales,18,Below-50K
41,Private,Masters,Divorced,Management,45,Below-50K
34,Private,High-school,Married,Transportation,50,Below-50K
28,Private,High-school,Married,Administrative,40,Below-50K
40,Private,Associate,Single,Administrative,40,Below-50K
57,Private,Masters,Married,Specilist,60,Above-50K
37,Private,11th,Married,Craft-repair,50,Below-50K
34,Private,10th,Divorced,Machinary,60,Below-50K
21,Missing,11th,Married,Missing,56,Below-50K
57,Federal-gov,Bachelors,Married,Tech-support,48,Above-50K
55,Private,Bachelors,Married,Management,40,Above-50K
51,Private,High-school,Single,Algriculture,60,Below-50K
56,Private,Bachelors,Married,Administrative,40,Above-50K
32,Private,College,Single,Management,60,Below-50K
18,Private,College,Single,Sales,15,Below-50K
48,Private,Associate,Separated,Specilist,40,Below-50K
46,Private,Bachelors,Married,Specilist,40,Above-50K
41,Federal-gov,Prof-school,Married,Specilist,50,Above-50K
33,Private,High-school,Married,Transportation,20,Below-50K
33,Private,High-school,Single,Clearning,40,Below-50K
47,Private,5th-6th,Separated,Machinary,40,Below-50K
46,Self-emp,High-school,Married,Management,40,Above-50K
40,Private,High-school,Divorced,Administrative,38,Below-50K
42,Private,High-school,Married,Machinary,40,Below-50K
31,State-gov,Bachelors,Married,Specilist,55,Above-50K
51,Private,11th,Married,Clearning,40,Below-50K
44,Private,College,Divorced,Administrative,57,Below-50K
37,Private,High-school,Separated,Tech-support,40,Below-50K
25,Private,11th,Single,Machinary,40,Below-50K
63,Self-emp,7th-8th,Married,Algriculture,60,Above-50K
52,Private,High-school,Divorced,Sales,45,Below-50K
42,Local-gov,College,Divorced,Tech-support,40,Below-50K
28,Private,High-school,Single,Administrative,40,Below-50K
30,Private,Masters,Single,Specilist,40,Above-50K
34,Private,Bachelors,Married,Sales,50,Below-50K
37,Federal-gov,Associate,Married,Management,40,Above-50K
31,Private,High-school,Married,Machinary,45,Below-50K
35,Private,College,Divorced,Sales,35,Below-50K
25,Private,College,Single,Administrative,40,Below-50K
38,Private,High-school,Divorced,Management,40,Below-50K
43,Self-emp,High-school,Single,Algriculture,60,Below-50K
22,Private,College,Single,Craft-repair,40,Below-50K
18,Private,11th,Single,Other,20,Below-50K
26,Private,High-school,Single,Administrative,40,Below-50K
36,Private,High-school,Married,Transportation,60,Above-50K
43,Private,High-school,Divorced,Sales,20,Below-50K
21,Private,College,Single,Administrative,25,Below-50K
62,Federal-gov,College,Widowed,Security,40,Below-50K
26,Private,High-school,Married,Craft-repair,40,Below-50K
54,Self-emp,Bachelors,Married,Management,40,Above-50K
18,Private,11th,Single,Sales,20,Below-50K
65,Self-emp,High-school,Married,Sales,55,Below-50K
41,Private,High-school,Single,Craft-repair,50,Below-50K
31,Private,9th,Single,Other,20,Below-50K
56,Private,9th,Divorced,Sales,40,Below-50K
50,Private,Bachelors,Married,Management,50,Above-50K
22,Private,Bachelors,Single,Administrative,35,Below-50K
36,Local-gov,College,Married,Security,48,Below-50K
48,Private,Doctorate,Married,Specilist,40,Above-50K
30,Private,High-school,Married,Other,30,Below-50K
35,Private,College,Married,Tech-support,45,Below-50K
37,Self-emp,High-school,Married,Transportation,30,Below-50K
32,Missing,High-school,Married,Missing,5,Below-50K
56,Private,Masters,Married,Management,50,Below-50K
29,Missing,High-school,Single,Missing,35,Below-50K
41,Private,Associate,Divorced,Sales,40,Below-50K
38,State-gov,High-school,Single,Other,40,Below-50K
34,Private,9th,Separated,Machinary,35,Below-50K
54,State-gov,12th,Single,Other,40,Below-50K
36,Missing,Associate,Divorced,Missing,50,Below-50K
42,Private,Associate,Divorced,Specilist,40,Below-50K
33,Private,High-school,Married,Algriculture,50,Below-50K
21,Private,High-school,Single,Specilist,30,Below-50K
69,Local-gov,10th,Married,Transportation,10,Below-50K
32,Private,Associate,Single,Sales,46,Below-50K
50,Private,High-school,Married,Craft-repair,40,Below-50K
40,Private,12th,Married,Other,40,Below-50K
45,Private,High-school,Divorced,Other,40,Below-50K
31,Private,High-school,Married,Administrative,35,Below-50K
24,Private,Bachelors,Married,Specilist,40,Below-50K
28,Private,Bachelors,Single,Specilist,60,Above-50K
21,Private,Associate,Single,Other,5,Below-50K
43,Self-emp,Associate,Divorced,Management,25,Below-50K
22,Private,High-school,Single,Sales,25,Below-50K
62,Self-emp,High-school,Married,Craft-repair,40,Below-50K
21,Self-emp,College,Single,Tech-support,25,Below-50K
37,Private,College,Married,Transportation,45,Below-50K
34,Private,College,Divorced,Other,40,Below-50K
74,Self-emp,Bachelors,Married,Management,12,Above-50K
43,Private,College,Divorced,Machinary,38,Below-50K
25,Private,College,Single,Specilist,40,Below-50K
43,Private,11th,Married,Clearning,40,Below-50K
